epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_acc,val_acc,train_f1,val_f1,train_prec,val_prec,train_sens,val_sens,train_spec,val_spec
16.0,1.4142196976665884,1.4087756138581495,0.7988842883955539,0.7664741552795828,0.7562018342742836,0.728048783082505,0.993580089808772,0.9933692019229186,0.7414147490740003,0.719311706988262,0.6421815648786802,0.6011075866735253,0.8769210999383957,0.8953833665911017,0.9948174504022255,0.994307894995876
17.0,1.4132430590196854,1.4056648382773766,0.7980672358678826,0.8203024199378232,0.7557557143172503,0.7841493607716118,0.9937372709922052,0.9948493380594988,0.7479467143993905,0.7477195188560277,0.6475158507564351,0.6985059810684953,0.8852506867892002,0.8043934115736867,0.9948880829652214,0.9966738840083141
18.0,1.412279600088817,1.4020730463358073,0.8159110487032567,0.8166901578123753,0.7726184536050594,0.7734538333920332,0.9938535736333887,0.9942530152157478,0.7544288090407026,0.7613143444609243,0.6496856151663286,0.6282503101818715,0.8994373227231338,0.9658910271586238,0.9948551688710182,0.9945247198109513
19.0,1.411439152278564,1.4024319167320545,0.8222205903430342,0.8491452084137843,0.7798574843858307,0.8077530505565497,0.9939173066304952,0.995135512689375,0.7580958195679589,0.7817684918190867,0.6506377909062537,0.6806230351528837,0.90807101295842,0.918223018906182,0.994827913418251,0.9958723255653755
20.0,1.4112495971671286,1.403822341790566,0.8213237200408255,0.8466861121929609,0.7788824585434624,0.8061165545995419,0.9939004479883623,0.9949709069165102,0.7567079349062674,0.7816183851263355,0.6508716314528633,0.6646938219225005,0.9036473608061921,0.9484594311225032,0.9948578940303907,0.9954164815242379
21.0,1.4115083385669187,1.4044692310003133,0.8260519527522477,0.8344733388378069,0.7837590826634269,0.7922142274104632,0.9938983369931735,0.9939916806849548,0.7556963421691765,0.7452853629261865,0.6517554628038268,0.6234325528248619,0.8990801663130752,0.9263435586971648,0.99490413628805,0.994639741940885
22.0,1.410362225797208,1.4030153911847334,0.8331202510826388,0.8276474515979106,0.7901758269328903,0.7835989743471146,0.9941068344172903,0.9932453865453182,0.7642576405198058,0.7331697839094876,0.6586626153643182,0.5863923505135704,0.910174367240435,0.9779585348530125,0.9949970770022116,0.9933918328326033
23.0,1.4107256476574532,1.402920126914978,0.8358643449810108,0.8473340439108702,0.7931289698452676,0.8072925393397992,0.9941760721275454,0.9953693112963781,0.768285344633939,0.7951089307922939,0.6596007521263059,0.6852648248819446,0.9198524857244749,0.9468901139783898,0.9949644712023634,0.9958337364507978
24.0,1.409172184666873,1.4015415883981264,0.8408282623679627,0.8430859704430287,0.7981233633562331,0.8012005835771561,0.9941715569433915,0.9947970583160797,0.768062275642814,0.7769848056000522,0.6594885470832084,0.6548312449568106,0.9194312167372274,0.9551628504751596,0.9949643611328658,0.9951767494849759
25.0,1.4091062440746156,1.3996793834062724,0.8333624519965722,0.8726175209650626,0.7913029164994866,0.8324854018596503,0.9943102082801675,0.9955230053978109,0.7729813054617889,0.8009758554200782,0.6649937024824212,0.6926835286859792,0.9228403575062207,0.9494030506983816,0.9950683540988944,0.9959648292783223
26.0,1.4093723215720726,1.399745645431372,0.8460132921451496,0.8580723702907562,0.8037555708103225,0.8180607396822709,0.9943248093302235,0.9953409730438065,0.7742220644272637,0.7973878600852384,0.6646263343057671,0.678810071477438,0.927099112160524,0.9661615990800227,0.9950378691274252,0.9956205081023205
27.0,1.408876525147896,1.3996509130184467,0.8530237667492307,0.8718553707003593,0.8106084328128378,0.8335863861900109,0.9945572460261688,0.9960659894241509,0.782585063403044,0.8216627457867756,0.673812017197241,0.7209543383075502,0.9332369183326238,0.9550749146007049,0.9952077142125272,0.996458679223238
28.0,1.407527978199694,1.401561819590055,0.8526123622309268,0.8502412346693186,0.8101203450810016,0.8080813254301364,0.994703762285992,0.9947396757616086,0.7882858311383023,0.7777633104425731,0.6790691100005014,0.6490965627743885,0.9393670643871347,0.9700510704501312,0.9952907537266693,0.9949761897710914
29.0,1.407200599294402,1.4030253818401923,0.8533347115117548,0.7966193711528411,0.8109603983715242,0.7556584660823529,0.9945748669721198,0.9930625518625321,0.7841004938544082,0.7257730133235587,0.6732976818164707,0.5806976800837877,0.9385562091831824,0.9674772550478247,0.9951690982648621,0.9933076560738517
30.0,1.4075686839708672,1.401327174443465,0.847835941789959,0.8423128858781778,0.8059566105646184,0.8017649108973833,0.9946840376746966,0.9955663632451769,0.7879727959739423,0.8030469092173342,0.6776781166100999,0.6941056434699073,0.9411482485054965,0.9525518314336607,0.9952518960770456,0.9959784375303145
31.0,1.4065058170961389,1.4001878522909605,0.8592094767198689,0.8463490525117288,0.8168234512012961,0.803859178836529,0.9947949675399307,0.9947809154609908,0.7924665226283613,0.7793281675825224,0.6814383422564144,0.6507529318452064,0.9467171475595443,0.9712212940101812,0.9953049950920562,0.9950066139344739
32.0,1.4066489990062125,1.4011638875191028,0.850695936230836,0.844623474834057,0.8084841730311053,0.8037398302784333,0.9946507601810952,0.9947065235363466,0.7874160475356026,0.7692793998171472,0.6754300089502395,0.655917466754114,0.9439171663586738,0.9300131903811367,0.995188881040629,0.9953262782538899
33.0,1.4064861404738238,1.4011528812921965,0.856301449272076,0.8708295558507626,0.8144489012757062,0.8303252378335366,0.9948097371764079,0.9953659094223435,0.7928878076573409,0.7940823678779472,0.6821546950759771,0.6865027604011104,0.9465378367922077,0.9416444008522696,0.9953217777120247,0.9958805553177708
34.0,1.40744057862244,1.3998985451001387,0.8521334933289347,0.851448471729572,0.8103715287693797,0.809872356744913,0.9946685863626896,0.995295657514213,0.7866060176295165,0.7949323406181472,0.678235529224866,0.677848345890836,0.936193867510453,0.9609091216558676,0.9952888442069395,0.9956250765869178
35.0,1.405977826023942,1.4005025923252106,0.8635993511928861,0.8365515665366099,0.8219225564848484,0.796002185688569,0.994845521476796,0.9953282320627522,0.7944888606423256,0.7978160547054521,0.6830999363782615,0.6768753255261876,0.9492825686458757,0.9713768728649855,0.995328809319166,0.9955576833389567
36.0,1.4054602195512882,1.4030930766692529,0.8597543498886839,0.6941762400361208,0.8179586662332392,0.6519098522571417,0.9948820754108466,0.9924097129793943,0.7949599095431218,0.7090385633727682,0.6859098901878478,0.5571967206775096,0.9452397363350676,0.9746372645178416,0.995408653886219,0.9925799709988706
37.0,1.406369732865153,1.4015524364434755,0.8587390651786905,0.8515390209280528,0.8167058767726243,0.8107118486211851,0.9948887748886333,0.9952612536560514,0.7956647833721281,0.7943899157279977,0.6854672054213374,0.6751785942537227,0.9480808605610563,0.9647241857475913,0.9953852968151452,0.9955537952669589
38.0,1.4051383465922351,1.399156072965035,0.8612578941861964,0.8612599739661584,0.819691805587466,0.8197650886498965,0.9950194513546959,0.9953769815595317,0.8010352726295952,0.797632556000964,0.6897785151640425,0.6821681396790447,0.955084094255944,0.9601481381269333,0.9954431155538732,0.9957144698422664
39.0,1.4050756249133711,1.4050638125492976,0.8615549132556117,0.8517450890862025,0.8196738752893414,0.8139968256537731,0.9949274764670948,0.996097825830211,0.7979042693758329,0.7992298662241415,0.6857470853566557,0.7808274424652023,0.953922887800675,0.818520648019724,0.9953624771228198,0.9977989948426665
40.0,1.4053385874773436,1.399548663542821,0.8647373375782358,0.8197505686145562,0.8226676336469104,0.7792410529576815,0.9949988911411384,0.9951737356325376,0.7998314800959718,0.7918876793077603,0.6896326332377971,0.670151193975648,0.9519463840895264,0.9676700375418213,0.9954555663894925,0.9954372179082259
41.0,1.4049203918368807,1.3990736168164473,0.8684427467736904,0.8808425424190668,0.8265982300436969,0.8399037157113736,0.9950182272706802,0.9952782630262246,0.8011416685519724,0.7949760543740646,0.6893725506190671,0.6760275303720327,0.9561665534082564,0.9647208035985739,0.9954303036188695,0.995570999985549
42.0,1.404208522011005,1.3990091337607458,0.8772785112196129,0.8861734867095947,0.8355420875129196,0.8450295478105545,0.9951996995584736,0.9955955038265303,0.8080727454207602,0.8053603467383388,0.6961781078689959,0.6934736574726342,0.9628247102435032,0.9602969526837027,0.9955430968762099,0.9959336599011402
43.0,1.4039452803292463,1.4000208331988409,0.871786357088236,0.8626384299535018,0.8297850179120833,0.8212530532708535,0.9952459875258949,0.9948132011711686,0.8100090262352055,0.7789166640151155,0.6976846401460545,0.6539589712256341,0.965441128206697,0.9629079717252016,0.9955621653088311,0.9951188496128093
44.0,1.4037693195406036,1.3983336091041565,0.8727166468876574,0.8130354898480269,0.8313030508646356,0.7699130974136866,0.9951942241647027,0.9944354326875674,0.8077879760179897,0.7688874860271006,0.6960620063235017,0.6345053040069202,0.9622383219639413,0.9754861839212305,0.9955437528044652,0.9946169643190981
45.0,1.4037342334108731,1.39858517738489,0.8694936554337388,0.811831784936098,0.8276376969094844,0.7704883154768211,0.9951656817505873,0.9947810117404446,0.8064045009533897,0.7800577736514323,0.6955743016912503,0.649930359291949,0.9592473927744835,0.9753373693644611,0.9955466865889518,0.9949672796060964
46.0,1.4041805340855131,1.3991914712465727,0.8646880062667178,0.8697580122030698,0.8226458425696096,0.8278612299607351,0.9951144901172587,0.995260130395757,0.8049502540422864,0.7935814837185476,0.6927695550030389,0.676239748655965,0.9604818136170663,0.9601954882131781,0.995481842467746,0.9955960456493346
47.0,1.4039093484437413,1.4003513615864973,0.8695141217519533,0.8453775311891849,0.8275437439065673,0.8033268354260005,0.9951497393390052,0.9945808146628213,0.8059420258987203,0.7712316952781694,0.6947316796942115,0.6433072361045672,0.959542407986485,0.9626610748469252,0.9955274552768861,0.9948866021121429
48.0,1.4036679997843267,1.400020202765098,0.876850882028168,0.8758262361471469,0.834790538454896,0.8362444111934075,0.9951438094948811,0.9956994856366456,0.8061606254836973,0.8077452221388054,0.6937853329264315,0.701418045633593,0.9619758641420517,0.9520681841241603,0.9954956799181631,0.9961174685048344
49.0,1.4034641505863172,1.400160619845757,0.8778918593596782,0.859353740627949,0.8359472152288789,0.8169815826874512,0.9952664817708529,0.9953725206115052,0.810759437054664,0.7970640965318896,0.6984735599498287,0.6825754197350653,0.9660626706136892,0.9576994622382738,0.9955762583350166,0.9957334241932555
50.0,1.4054898680044166,1.404949284516848,0.8676286666666707,0.8775554562990482,0.8253939119598762,0.8426154691439408,0.9950233288423865,0.9961947471470469,0.8020374673642084,0.8163733656199121,0.6884898615451505,0.7529746855332221,0.9604350130477312,0.891429634389661,0.99539024328002,0.9971983849208123
51.0,1.4034610529828178,1.398965977705442,0.8667351190171804,0.8835319257699527,0.8251667819185631,0.8439571003501232,0.9952213519188478,0.9959740746389132,0.8087712271575462,0.8170739660675127,0.6972718996560757,0.7181817948776921,0.9627174177185422,0.9475496330367995,0.9955661519777979,0.9964379752398499
52.0,1.4029919872725063,1.3997550010681152,0.8739666963069974,0.8851532626610535,0.8321996398171664,0.847282948402258,0.9952064503451712,0.9962227002818032,0.8082771996885852,0.8223828517695664,0.6965244991834918,0.7424818791214578,0.9627428700728412,0.9215544356884052,0.9955507861205778,0.9969380136993621
53.0,1.4031401168932474,1.3986362631504352,0.8707268105466985,0.8411669307030164,0.8292457540786213,0.8009512149370633,0.9952448294104788,0.9957920422849088,0.8091958950513053,0.8109248435146076,0.6989715477289516,0.7068314081373394,0.960692322411501,0.950972367842495,0.9956113342401709,0.9962214096295746
54.0,1.4029654001874545,1.3995092075604658,0.8784510186721575,0.8922845308597271,0.8362068189923458,0.8534872039006307,0.9952656754879683,0.9958417866693775,0.8109179183737771,0.8127116696379865,0.6981264935655359,0.709654536963391,0.9671781535913185,0.9507863496465332,0.9955636260522587,0.9962734125925446
55.0,1.40280589789546,1.3977131155820994,0.876729740051446,0.8639156669378281,0.834483802318573,0.8215770056614509,0.9952417875250504,0.9948839344765681,0.8101521060020817,0.7830457355988311,0.6969804471536702,0.6551523888254878,0.9672005569571747,0.9729833936482912,0.9955392539614201,0.9950937391478237
56.0,1.4032653995547526,1.3984336004807398,0.873590584762296,0.8814631058619573,0.8316821294471556,0.8413757670384187,0.9951623759907604,0.9956618403702057,0.8064661185626116,0.8062510342804392,0.6950952838295471,0.6996189111605126,0.9603346313719289,0.9512327933168413,0.9955317924949836,0.9960874655492516
57.0,1.4026874322198035,1.400019659445836,0.8793019389134672,0.84904067332928,0.8372397430667793,0.8097489946163617,0.9953474545620014,0.9955766651467347,0.8140245926134629,0.8028973023108772,0.7011911930758429,0.6955426164519154,0.9701356720294309,0.949440254337574,0.9956148758819062,0.9960186466748913
58.0,1.4020804027628793,1.400014721430265,0.874907044193293,0.8760226013568732,0.8333271141881985,0.8344980535598902,0.9952932650223109,0.995502947178267,0.8118138771642497,0.8009138378848192,0.6994653934958361,0.6905390142856623,0.9671595412251386,0.9532857577704551,0.9955917143284688,0.9959073830145554
59.0,1.4032929589569831,1.3983009526362786,0.8797054345912345,0.8799630930790534,0.8377514225533356,0.8397766695572779,0.9952626629219176,0.9959114609007851,0.8112564804652282,0.8138639157030766,0.6972124632753183,0.7164273550882894,0.969905249508225,0.9419758514559833,0.995531660839687,0.9964281578580556
60.0,1.4025924765065902,1.399022753422077,0.8662994259784078,0.8147226274013519,0.8246782277653599,0.7708618961847745,0.9952114053199893,0.9941656897511416,0.8086727047191495,0.7604320774957688,0.6963877153267848,0.6229329809766105,0.9641279185477637,0.9758243988229791,0.9955411301322326,0.9943413972162567
